행정구역,2023년12월_전월인구수_남자인구수,2023년12월_전월인구수_여자인구수,2023년12월_전월인구수_계,2023년12월_당월인구수_남자인구수,2023년12월_당월인구수_여자인구수,2023년12월_당월인구수_계,2023년12월_인구증감_남자인구수,2023년12월_인구증감_여자인구수,2023년12월_인구증감_계,2024년01월_전월인구수_남자인구수,2024년01월_전월인구수_여자인구수,2024년01월_전월인구수_계,2024년01월_당월인구수_남자인구수,2024년01월_당월인구수_여자인구수,2024년01월_당월인구수_계,2024년01월_인구증감_남자인구수,2024년01월_인구증감_여자인구수,2024년01월_인구증감_계,2024년02월_전월인구수_남자인구수,2024년02월_전월인구수_여자인구수,2024년02월_전월인구수_계,2024년02월_당월인구수_남자인구수,2024년02월_당월인구수_여자인구수,2024년02월_당월인구수_계,2024년02월_인구증감_남자인구수,2024년02월_인구증감_여자인구수,2024년02월_인구증감_계,2024년03월_전월인구수_남자인구수,2024년03월_전월인구수_여자인구수,2024년03월_전월인구수_계,2024년03월_당월인구수_남자인구수,2024년03월_당월인구수_여자인구수,2024년03월_당월인구수_계,2024년03월_인구증감_남자인구수,2024년03월_인구증감_여자인구수,2024년03월_인구증감_계,2024년04월_전월인구수_남자인구수,2024년04월_전월인구수_여자인구수,2024년04월_전월인구수_계,2024년04월_당월인구수_남자인구수,2024년04월_당월인구수_여자인구수,2024년04월_당월인구수_계,2024년04월_인구증감_남자인구수,2024년04월_인구증감_여자인구수,2024년04월_인구증감_계,2024년05월_전월인구수_남자인구수,2024년05월_전월인구수_여자인구수,2024년05월_전월인구수_계,2024년05월_당월인구수_남자인구수,2024년05월_당월인구수_여자인구수,2024년05월_당월인구수_계,2024년05월_인구증감_남자인구수,2024년05월_인구증감_여자인구수,2024년05월_인구증감_계,2024년06월_전월인구수_남자인구수,2024년06월_전월인구수_여자인구수,2024년06월_전월인구수_계,2024년06월_당월인구수_남자인구수,2024년06월_당월인구수_여자인구수,2024년06월_당월인구수_계,2024년06월_인구증감_남자인구수,2024년06월_인구증감_여자인구수,2024년06월_인구증감_계,2024년07월_전월인구수_남자인구수,2024년07월_전월인구수_여자인구수,2024년07월_전월인구수_계,2024년07월_당월인구수_남자인구수,2024년07월_당월인구수_여자인구수,2024년07월_당월인구수_계,2024년07월_인구증감_남자인구수,2024년07월_인구증감_여자인구수,2024년07월_인구증감_계,2024년08월_전월인구수_남자인구수,2024년08월_전월인구수_여자인구수,2024년08월_전월인구수_계,2024년08월_당월인구수_남자인구수,2024년08월_당월인구수_여자인구수,2024년08월_당월인구수_계,2024년08월_인구증감_남자인구수,2024년08월_인구증감_여자인구수,2024년08월_인구증감_계,2024년09월_전월인구수_남자인구수,2024년09월_전월인구수_여자인구수,2024년09월_전월인구수_계,2024년09월_당월인구수_남자인구수,2024년09월_당월인구수_여자인구수,2024년09월_당월인구수_계,2024년09월_인구증감_남자인구수,2024년09월_인구증감_여자인구수,2024년09월_인구증감_계,2024년10월_전월인구수_남자인구수,2024년10월_전월인구수_여자인구수,2024년10월_전월인구수_계,2024년10월_당월인구수_남자인구수,2024년10월_당월인구수_여자인구수,2024년10월_당월인구수_계,2024년10월_인구증감_남자인구수,2024년10월_인구증감_여자인구수,2024년10월_인구증감_계,2024년11월_전월인구수_남자인구수,2024년11월_전월인구수_여자인구수,2024년11월_전월인구수_계,2024년11월_당월인구수_남자인구수,2024년11월_당월인구수_여자인구수,2024년11월_당월인구수_계,2024년11월_인구증감_남자인구수,2024년11월_인구증감_여자인구수,2024년11월_인구증감_계,2024년12월_전월인구수_남자인구수,2024년12월_전월인구수_여자인구수,2024년12월_전월인구수_계,2024년12월_당월인구수_남자인구수,2024년12월_당월인구수_여자인구수,2024년12월_당월인구수_계,2024년12월_인구증감_남자인구수,2024년12월_인구증감_여자인구수,2024년12월_인구증감_계,2025년01월_전월인구수_남자인구수,2025년01월_전월인구수_여자인구수,2025년01월_전월인구수_계,2025년01월_당월인구수_남자인구수,2025년01월_당월인구수_여자인구수,2025년01월_당월인구수_계,2025년01월_인구증감_남자인구수,2025년01월_인구증감_여자인구수,2025년01월_인구증감_계,2025년02월_전월인구수_남자인구수,2025년02월_전월인구수_여자인구수,2025년02월_전월인구수_계,2025년02월_당월인구수_남자인구수,2025년02월_당월인구수_여자인구수,2025년02월_당월인구수_계,2025년02월_인구증감_남자인구수,2025년02월_인구증감_여자인구수,2025년02월_인구증감_계,2025년03월_전월인구수_남자인구수,2025년03월_전월인구수_여자인구수,2025년03월_전월인구수_계,2025년03월_당월인구수_남자인구수,2025년03월_당월인구수_여자인구수,2025년03월_당월인구수_계,2025년03월_인구증감_남자인구수,2025년03월_인구증감_여자인구수,2025년03월_인구증감_계,2025년04월_전월인구수_남자인구수,2025년04월_전월인구수_여자인구수,2025년04월_전월인구수_계,2025년04월_당월인구수_남자인구수,2025년04월_당월인구수_여자인구수,2025년04월_당월인구수_계,2025년04월_인구증감_남자인구수,2025년04월_인구증감_여자인구수,2025년04월_인구증감_계,2025년05월_전월인구수_남자인구수,2025년05월_전월인구수_여자인구수,2025년05월_전월인구수_계,2025년05월_당월인구수_남자인구수,2025년05월_당월인구수_여자인구수,2025년05월_당월인구수_계,2025년05월_인구증감_남자인구수,2025년05월_인구증감_여자인구수,2025년05월_인구증감_계,2025년06월_전월인구수_남자인구수,2025년06월_전월인구수_여자인구수,2025년06월_전월인구수_계,2025년06월_당월인구수_남자인구수,2025년06월_당월인구수_여자인구수,2025년06월_당월인구수_계,2025년06월_인구증감_남자인구수,2025년06월_인구증감_여자인구수,2025년06월_인구증감_계,2025년07월_전월인구수_남자인구수,2025년07월_전월인구수_여자인구수,2025년07월_전월인구수_계,2025년07월_당월인구수_남자인구수,2025년07월_당월인구수_여자인구수,2025년07월_당월인구수_계,2025년07월_인구증감_남자인구수,2025년07월_인구증감_여자인구수,2025년07월_인구증감_계,2025년08월_전월인구수_남자인구수,2025년08월_전월인구수_여자인구수,2025년08월_전월인구수_계,2025년08월_당월인구수_남자인구수,2025년08월_당월인구수_여자인구수,2025년08월_당월인구수_계,2025년08월_인구증감_남자인구수,2025년08월_인구증감_여자인구수,2025년08월_인구증감_계,2025년09월_전월인구수_남자인구수,2025년09월_전월인구수_여자인구수,2025년09월_전월인구수_계,2025년09월_당월인구수_남자인구수,2025년09월_당월인구수_여자인구수,2025년09월_당월인구수_계,2025년09월_인구증감_남자인구수,2025년09월_인구증감_여자인구수,2025년09월_인구증감_계,2025년10월_전월인구수_남자인구수,2025년10월_전월인구수_여자인구수,2025년10월_전월인구수_계,2025년10월_당월인구수_남자인구수,2025년10월_당월인구수_여자인구수,2025년10월_당월인구수_계,2025년10월_인구증감_남자인구수,2025년10월_인구증감_여자인구수,2025년10월_인구증감_계,2025년11월_전월인구수_남자인구수,2025년11월_전월인구수_여자인구수,2025년11월_전월인구수_계,2025년11월_당월인구수_남자인구수,2025년11월_당월인구수_여자인구수,2025년11월_당월인구수_계,2025년11월_인구증감_남자인구수,2025년11월_인구증감_여자인구수,2025년11월_인구증감_계,2025년12월_전월인구수_남자인구수,2025년12월_전월인구수_여자인구수,2025년12월_전월인구수_계,2025년12월_당월인구수_남자인구수,2025년12월_당월인구수_여자인구수,2025년12월_당월인구수_계,2025년12월_인구증감_남자인구수,2025년12월_인구증감_여자인구수,2025년12월_인구증감_계
광주광역시 서구 (2914000000),"139,149","145,206","284,355","138,939","145,052","283,991",-210,-154,-364,"138,939","145,052","283,991","138,771","144,811","283,582",-168,-241,-409,"138,771","144,811","283,582","138,760","144,792","283,552",-11,-19,-30,"138,760","144,792","283,552","138,372","144,526","282,898",-388,-266,-654,"138,372","144,526","282,898","138,013","144,261","282,274",-359,-265,-624,"138,013","144,261","282,274","137,656","143,878","281,534",-357,-383,-740,"137,656","143,878","281,534","137,446","143,667","281,113",-210,-211,-421,"137,446","143,667","281,113","137,307","143,573","280,880",-139,-94,-233,"137,307","143,573","280,880","137,139","143,310","280,449",-168,-263,-431,"137,139","143,310","280,449","136,908","143,137","280,045",-231,-173,-404,"136,908","143,137","280,045","136,707","142,969","279,676",-201,-168,-369,"136,707","142,969","279,676","136,580","142,759","279,339",-127,-210,-337,"136,580","142,759","279,339","136,429","142,621","279,050",-151,-138,-289,"136,429","142,621","279,050","136,301","142,313","278,614",-128,-308,-436,"136,301","142,313","278,614","135,936","141,911","277,847",-365,-402,-767,"135,936","141,911","277,847","135,681","141,675","277,356",-255,-236,-491,"135,681","141,675","277,356","135,483","141,481","276,964",-198,-194,-392,"135,483","141,481","276,964","135,314","141,337","276,651",-169,-144,-313,"135,314","141,337","276,651","135,208","141,260","276,468",-106,-77,-183,"135,208","141,260","276,468","135,105","141,248","276,353",-103,-12,-115,"135,105","141,248","276,353","135,028","141,169","276,197",-77,-79,-156,"135,028","141,169","276,197","134,970","141,113","276,083",-58,-56,-114,"134,970","141,113","276,083","134,797","141,027","275,824",-173,-86,-259,"134,797","141,027","275,824","134,657","140,864","275,521",-140,-163,-303,"134,657","140,864","275,521","134,454","140,609","275,063",-203,-255,-458
광주광역시 남구 (2915500000),"100,547","109,432","209,979","100,350","109,296","209,646",-197,-136,-333,"100,350","109,296","209,646","100,272","109,200","209,472",-78,-96,-174,"100,272","109,200","209,472","100,220","109,228","209,448",-52,28,-24,"100,220","109,228","209,448","100,045","108,977","209,022",-175,-251,-426,"100,045","108,977","209,022","99,789","108,843","208,632",-256,-134,-390,"99,789","108,843","208,632","99,591","108,679","208,270",-198,-164,-362,"99,591","108,679","208,270","99,497","108,598","208,095",-94,-81,-175,"99,497","108,598","208,095","99,328","108,446","207,774",-169,-152,-321,"99,328","108,446","207,774","99,160","108,349","207,509",-168,-97,-265,"99,160","108,349","207,509","99,145","108,218","207,363",-15,-131,-146,"99,145","108,218","207,363","99,099","108,208","207,307",-46,-10,-56,"99,099","108,208","207,307","99,124","108,197","207,321",25,-11,14,"99,124","108,197","207,321","99,247","108,350","207,597",123,153,276,"99,247","108,350","207,597","99,428","108,576","208,004",181,226,407,"99,428","108,576","208,004","99,630","108,824","208,454",202,248,450,"99,630","108,824","208,454","99,562","108,757","208,319",-68,-67,-135,"99,562","108,757","208,319","99,565","108,734","208,299",3,-23,-20,"99,565","108,734","208,299","99,439","108,652","208,091",-126,-82,-208,"99,439","108,652","208,091","99,399","108,589","207,988",-40,-63,-103,"99,399","108,589","207,988","99,372","108,571","207,943",-27,-18,-45,"99,372","108,571","207,943","99,266","108,504","207,770",-106,-67,-173,"99,266","108,504","207,770","99,349","108,595","207,944",83,91,174,"99,349","108,595","207,944","99,373","108,539","207,912",24,-56,-32,"99,373","108,539","207,912","99,290","108,446","207,736",-83,-93,-176,"99,290","108,446","207,736","99,143","108,453","207,596",-147,7,-140
광주광역시 북구 (2917000000),"208,847","213,312","422,159","208,679","213,004","421,683",-168,-308,-476,"208,679","213,004","421,683","208,505","212,968","421,473",-174,-36,-210,"208,505","212,968","421,473","208,280","212,793","421,073",-225,-175,-400,"208,280","212,793","421,073","208,680","213,288","421,968",400,495,895,"208,680","213,288","421,968","209,100","213,679","422,779",420,391,811,"209,100","213,679","422,779","209,500","214,148","423,648",400,469,869,"209,500","214,148","423,648","209,649","214,333","423,982",149,185,334,"209,649","214,333","423,982","209,822","214,509","424,331",173,176,349,"209,822","214,509","424,331","210,009","214,675","424,684",187,166,353,"210,009","214,675","424,684","210,128","214,814","424,942",119,139,258,"210,128","214,814","424,942","210,029","214,768","424,797",-99,-46,-145,"210,029","214,768","424,797","209,881","214,654","424,535",-148,-114,-262,"209,881","214,654","424,535","209,598","214,363","423,961",-283,-291,-574,"209,598","214,363","423,961","209,308","214,095","423,403",-290,-268,-558,"209,308","214,095","423,403","208,941","213,858","422,799",-367,-237,-604,"208,941","213,858","422,799","208,505","213,366","421,871",-436,-492,-928,"208,505","213,366","421,871","208,189","213,051","421,240",-316,-315,-631,"208,189","213,051","421,240","207,843","212,710","420,553",-346,-341,-687,"207,843","212,710","420,553","207,680","212,508","420,188",-163,-202,-365,"207,680","212,508","420,188","207,495","212,377","419,872",-185,-131,-316,"207,495","212,377","419,872","207,304","212,154","419,458",-191,-223,-414,"207,304","212,154","419,458","207,024","211,950","418,974",-280,-204,-484,"207,024","211,950","418,974","206,675","211,612","418,287",-349,-338,-687,"206,675","211,612","418,287","206,463","211,316","417,779",-212,-296,-508,"206,463","211,316","417,779","206,014","210,848","416,862",-449,-468,-917
광주광역시 광산구 (2920000000),"200,317","196,847","397,164","200,098","196,643","396,741",-219,-204,-423,"200,098","196,643","396,741","200,034","196,528","396,562",-64,-115,-179,"200,034","196,528","396,562","199,778","196,159","395,937",-256,-369,-625,"199,778","196,159","395,937","199,362","195,669","395,031",-416,-490,-906,"199,362","195,669","395,031","199,165","195,322","394,487",-197,-347,-544,"199,165","195,322","394,487","199,045","195,164","394,209",-120,-158,-278,"199,045","195,164","394,209","198,948","195,006","393,954",-97,-158,-255,"198,948","195,006","393,954","198,791","194,822","393,613",-157,-184,-341,"198,791","194,822","393,613","198,536","194,599","393,135",-255,-223,-478,"198,536","194,599","393,135","198,236","194,417","392,653",-300,-182,-482,"198,236","194,417","392,653","198,091","194,264","392,355",-145,-153,-298,"198,091","194,264","392,355","197,961","194,055","392,016",-130,-209,-339,"197,961","194,055","392,016","197,732","193,879","391,611",-229,-176,-405,"197,732","193,879","391,611","197,448","193,718","391,166",-284,-161,-445,"197,448","193,718","391,166","197,109","193,230","390,339",-339,-488,-827,"197,109","193,230","390,339","196,701","192,749","389,450",-408,-481,-889,"196,701","192,749","389,450","196,556","192,617","389,173",-145,-132,-277,"196,556","192,617","389,173","196,768","192,774","389,542",212,157,369,"196,768","192,774","389,542","196,793","192,777","389,570",25,3,28,"196,793","192,777","389,570","196,741","192,687","389,428",-52,-90,-142,"196,741","192,687","389,428","196,661","192,652","389,313",-80,-35,-115,"196,661","192,652","389,313","196,547","192,542","389,089",-114,-110,-224,"196,547","192,542","389,089","196,345","192,353","388,698",-202,-189,-391,"196,345","192,353","388,698","196,137","192,074","388,211",-208,-279,-487,"196,137","192,074","388,211","195,844","191,760","387,604",-293,-314,-607
대전광역시  (3000000000),"719,805","723,301","1,443,106","719,292","722,924","1,442,216",-513,-377,-890,"719,292","722,924","1,442,216","719,008","722,554","1,441,562",-284,-370,-654,"719,008","722,554","1,441,562","718,931","722,605","1,441,536",-77,51,-26,"718,931","722,605","1,441,536","718,943","722,746","1,441,689",12,141,153,"718,943","722,746","1,441,689","718,797","722,475","1,441,272",-146,-271,-417,"718,797","722,475","1,441,272","718,696","722,423","1,441,119",-101,-52,-153,"718,696","722,423","1,441,119","718,295","722,263","1,440,558",-401,-160,-561,"718,295","722,263","1,440,558","717,887","722,002","1,439,889",-408,-261,-669,"717,887","722,002","1,439,889","717,878","722,048","1,439,926",-9,46,37,"717,878","722,048","1,439,926","718,109","722,347","1,440,456",231,299,530,"718,109","722,347","1,440,456","717,893","722,201","1,440,094",-216,-146,-362,"717,893","722,201","1,440,094","717,664","722,023","1,439,687",-229,-178,-407,"717,664","722,023","1,439,687","717,291","721,866","1,439,157",-373,-157,-530,"717,291","721,866","1,439,157","717,162","721,812","1,438,974",-129,-54,-183,"717,162","721,812","1,438,974","717,573","722,236","1,439,809",411,424,835,"717,573","722,236","1,439,809","717,532","721,950","1,439,482",-41,-286,-327,"717,532","721,950","1,439,482","717,423","721,970","1,439,393",-109,20,-89,"717,423","721,970","1,439,393","717,511","722,096","1,439,607",88,126,214,"717,511","722,096","1,439,607","717,456","722,308","1,439,764",-55,212,157,"717,456","722,308","1,439,764","718,010","722,672","1,440,682",554,364,918,"718,010","722,672","1,440,682","718,458","723,138","1,441,596",448,466,914,"718,458","723,138","1,441,596","718,760","723,468","1,442,228",302,330,632,"718,760","723,468","1,442,228","718,579","723,467","1,442,046",-181,-1,-182,"718,579","723,467","1,442,046","718,512","723,374","1,441,886",-67,-93,-160,"718,512","723,374","1,441,886","717,936","722,793","1,440,729",-576,-581,"-1,157"
대전광역시 동구 (3011000000),"109,801","108,236","218,037","109,555","108,073","217,628",-246,-163,-409,"109,555","108,073","217,628","109,283","107,796","217,079",-272,-277,-549,"109,283","107,796","217,079","109,243","107,781","217,024",-40,-15,-55,"109,243","107,781","217,024","109,190","107,682","216,872",-53,-99,-152,"109,190","107,682","216,872","109,021","107,512","216,533",-169,-170,-339,"109,021","107,512","216,533","108,907","107,337","216,244",-114,-175,-289,"108,907","107,337","216,244","108,732","107,204","215,936",-175,-133,-308,"108,732","107,204","215,936","108,645","107,164","215,809",-87,-40,-127,"108,645","107,164","215,809","109,109","107,632","216,741",464,468,932,"109,109","107,632","216,741","109,770","108,246","218,016",661,614,"1,275","109,770","108,246","218,016","110,087","108,553","218,640",317,307,624,"110,087","108,553","218,640","110,023","108,572","218,595",-64,19,-45,"110,023","108,572","218,595","109,950","108,563","218,513",-73,-9,-82,"109,950","108,563","218,513","110,469","108,970","219,439",519,407,926,"110,469","108,970","219,439","111,177","109,585","220,762",708,615,"1,323","111,177","109,585","220,762","111,122","109,458","220,580",-55,-127,-182,"111,122","109,458","220,580","111,001","109,359","220,360",-121,-99,-220,"111,001","109,359","220,360","110,880","109,187","220,067",-121,-172,-293,"110,880","109,187","220,067","110,640","108,930","219,570",-240,-257,-497,"110,640","108,930","219,570","110,564","108,872","219,436",-76,-58,-134,"110,564","108,872","219,436","110,557","108,944","219,501",-7,72,65,"110,557","108,944","219,501","110,534","109,012","219,546",-23,68,45,"110,534","109,012","219,546","110,479","109,021","219,500",-55,9,-46,"110,479","109,021","219,500","110,373","108,898","219,271",-106,-123,-229,"110,373","108,898","219,271","110,073","108,591","218,664",-300,-307,-607
대전광역시 중구 (3014000000),"109,728","113,778","223,506","109,626","113,630","223,256",-102,-148,-250,"109,626","113,630","223,256","109,425","113,494","222,919",-201,-136,-337,"109,425","113,494","222,919","109,283","113,407","222,690",-142,-87,-229,"109,283","113,407","222,690","109,463","113,613","223,076",180,206,386,"109,463","113,613","223,076","109,716","113,865","223,581",253,252,505,"109,716","113,865","223,581","109,625","113,837","223,462",-91,-28,-119,"109,625","113,837","223,462","109,537","113,767","223,304",-88,-70,-158,"109,537","113,767","223,304","109,432","113,668","223,100",-105,-99,-204,"109,432","113,668","223,100","109,819","114,080","223,899",387,412,799,"109,819","114,080","223,899","110,007","114,272","224,279",188,192,380,"110,007","114,272","224,279","110,142","114,390","224,532",135,118,253,"110,142","114,390","224,532","110,206","114,481","224,687",64,91,155,"110,206","114,481","224,687","110,338","114,670","225,008",132,189,321,"110,338","114,670","225,008","110,241","114,640","224,881",-97,-30,-127,"110,241","114,640","224,881","109,837","114,279","224,116",-404,-361,-765,"109,837","114,279","224,116","109,605","114,005","223,610",-232,-274,-506,"109,605","114,005","223,610","109,513","114,016","223,529",-92,11,-81,"109,513","114,016","223,529","110,210","114,659","224,869",697,643,"1,340","110,210","114,659","224,869","110,707","115,203","225,910",497,544,"1,041","110,707","115,203","225,910","110,778","115,353","226,131",71,150,221,"110,778","115,353","226,131","110,745","115,241","225,986",-33,-112,-145,"110,745","115,241","225,986","110,812","115,234","226,046",67,-7,60,"110,812","115,234","226,046","110,827","115,306","226,133",15,72,87,"110,827","115,306","226,133","110,731","115,257","225,988",-96,-49,-145,"110,731","115,257","225,988","110,505","115,140","225,645",-226,-117,-343
대전광역시 서구 (3017000000),"228,347","236,836","465,183","228,024","236,610","464,634",-323,-226,-549,"228,024","236,610","464,634","228,082","236,659","464,741",58,49,107,"228,082","236,659","464,741","228,112","236,652","464,764",30,-7,23,"228,112","236,652","464,764","227,732","236,383","464,115",-380,-269,-649,"227,732","236,383","464,115","227,316","236,012","463,328",-416,-371,-787,"227,316","236,012","463,328","226,968","235,672","462,640",-348,-340,-688,"226,968","235,672","462,640","226,581","235,359","461,940",-387,-313,-700,"226,581","235,359","461,940","226,301","235,120","461,421",-280,-239,-519,"226,301","235,120","461,421","225,796","234,634","460,430",-505,-486,-991,"225,796","234,634","460,430","225,295","234,290","459,585",-501,-344,-845,"225,295","234,290","459,585","224,989","233,914","458,903",-306,-376,-682,"224,989","233,914","458,903","224,767","233,720","458,487",-222,-194,-416,"224,767","233,720","458,487","224,447","233,504","457,951",-320,-216,-536,"224,447","233,504","457,951","224,301","233,457","457,758",-146,-47,-193,"224,301","233,457","457,758","224,759","233,993","458,752",458,536,994,"224,759","233,993","458,752","225,568","234,829","460,397",809,836,"1,645","225,568","234,829","460,397","225,895","235,192","461,087",327,363,690,"225,895","235,192","461,087","225,897","235,188","461,085",2,-4,-2,"225,897","235,188","461,085","225,763","235,122","460,885",-134,-66,-200,"225,763","235,122","460,885","226,345","235,565","461,910",582,443,"1,025","226,345","235,565","461,910","226,966","236,277","463,243",621,712,"1,333","226,966","236,277","463,243","227,233","236,543","463,776",267,266,533,"227,233","236,543","463,776","227,254","236,613","463,867",21,70,91,"227,254","236,613","463,867","227,214","236,562","463,776",-40,-51,-91,"227,214","236,562","463,776","227,049","236,302","463,351",-165,-260,-425
대전광역시 유성구 (3020000000),"185,521","180,773","366,294","185,786","181,059","366,845",265,286,551,"185,786","181,059","366,845","186,028","181,212","367,240",242,153,395,"186,028","181,212","367,240","186,135","181,365","367,500",107,153,260,"186,135","181,365","367,500","186,201","181,526","367,727",66,161,227,"186,201","181,526","367,727","186,255","181,379","367,634",54,-147,-93,"186,255","181,379","367,634","186,753","181,930","368,683",498,551,"1,049","186,753","181,930","368,683","187,045","182,243","369,288",292,313,605,"187,045","182,243","369,288","187,196","182,425","369,621",151,182,333,"187,196","182,425","369,621","187,050","182,272","369,322",-146,-153,-299,"187,050","182,272","369,322","187,104","182,301","369,405",54,29,83,"187,104","182,301","369,405","187,016","182,295","369,311",-88,-6,-94,"187,016","182,295","369,311","187,156","182,327","369,483",140,32,172,"187,156","182,327","369,483","187,149","182,319","369,468",-7,-8,-15,"187,149","182,319","369,468","186,961","182,150","369,111",-188,-169,-357,"186,961","182,150","369,111","186,876","182,013","368,889",-85,-137,-222,"186,876","182,013","368,889","186,557","181,618","368,175",-319,-395,-714,"186,557","181,618","368,175","186,463","181,519","367,982",-94,-99,-193,"186,463","181,519","367,982","186,169","181,319","367,488",-294,-200,-494,"186,169","181,319","367,488","185,757","181,014","366,771",-412,-305,-717,"185,757","181,014","366,771","185,686","180,828","366,514",-71,-186,-257,"185,686","180,828","366,514","185,628","180,688","366,316",-58,-140,-198,"185,628","180,688","366,316","185,739","180,777","366,516",111,89,200,"185,739","180,777","366,516","185,621","180,734","366,355",-118,-43,-161,"185,621","180,734","366,355","185,935","181,014","366,949",314,280,594,"185,935","181,014","366,949","186,220","181,314","367,534",285,300,585
대전광역시 대덕구 (3023000000),"86,408","83,678","170,086","86,301","83,552","169,853",-107,-126,-233,"86,301","83,552","169,853","86,190","83,393","169,583",-111,-159,-270,"86,190","83,393","169,583","86,158","83,400","169,558",-32,7,-25,"86,158","83,400","169,558","86,357","83,542","169,899",199,142,341,"86,357","83,542","169,899","86,489","83,707","170,196",132,165,297,"86,489","83,707","170,196","86,443","83,647","170,090",-46,-60,-106,"86,443","83,647","170,090","86,400","83,690","170,090",-43,43,0,"86,400","83,690","170,090","86,313","83,625","169,938",-87,-65,-152,"86,313","83,625","169,938","86,104","83,430","169,534",-209,-195,-404,"86,104","83,430","169,534","85,933","83,238","169,171",-171,-192,-363,"85,933","83,238","169,171","85,659","83,049","168,708",-274,-189,-463,"85,659","83,049","168,708","85,512","82,923","168,435",-147,-126,-273,"85,512","82,923","168,435","85,407","82,810","168,217",-105,-113,-218,"85,407","82,810","168,217","85,190","82,595","167,785",-217,-215,-432,"85,190","82,595","167,785","84,924","82,366","167,290",-266,-229,-495,"84,924","82,366","167,290","84,680","82,040","166,720",-244,-326,-570,"84,680","82,040","166,720","84,551","81,884","166,435",-129,-156,-285,"84,551","81,884","166,435","84,355","81,743","166,098",-196,-141,-337,"84,355","81,743","166,098","84,589","82,039","166,628",234,296,530,"84,589","82,039","166,628","84,637","82,054","166,691",48,15,63,"84,637","82,054","166,691","84,562","81,988","166,550",-75,-66,-141,"84,562","81,988","166,550","84,442","81,902","166,344",-120,-86,-206,"84,442","81,902","166,344","84,398","81,793","166,191",-44,-109,-153,"84,398","81,793","166,191","84,259","81,643","165,902",-139,-150,-289,"84,259","81,643","165,902","84,089","81,446","165,535",-170,-197,-367
울산광역시  (3100000000),"567,145","536,607","1,103,752","567,153","536,508","1,103,661",8,-99,-91,"567,153","536,508","1,103,661","567,081","536,321","1,103,402",-72,-187,-259,"567,081","536,321","1,103,402","566,604","535,557","1,102,161",-477,-764,"-1,241","566,604","535,557","1,102,161","566,352","534,984","1,101,336",-252,-573,-825,"566,352","534,984","1,101,336","566,255","534,804","1,101,059",-97,-180,-277,"566,255","534,804","1,101,059","566,063","534,546","1,100,609",-192,-258,-450,"566,063","534,546","1,100,609","565,890","534,414","1,100,304",-173,-132,-305,"565,890","534,414","1,100,304","565,679","534,187","1,099,866",-211,-227,-438,"565,679","534,187","1,099,866","565,290","533,941","1,099,231",-389,-246,-635,"565,290","533,941","1,099,231","565,067","533,661","1,098,728",-223,-280,-503,"565,067","533,661","1,098,728","565,011","533,529","1,098,540",-56,-132,-188,"565,011","533,529","1,098,540","564,865","533,447","1,098,312",-146,-82,-228,"564,865","533,447","1,098,312","564,888","533,161","1,098,049",23,-286,-263,"564,888","533,161","1,098,049","564,893","532,928","1,097,821",5,-233,-228,"564,893","532,928","1,097,821","563,999","531,779","1,095,778",-894,"-1,149","-2,043","563,999","531,779","1,095,778","563,688","531,326","1,095,014",-311,-453,-764,"563,688","531,326","1,095,014","563,471","530,989","1,094,460",-217,-337,-554,"563,471","530,989","1,094,460","563,339","530,688","1,094,027",-132,-301,-433,"563,339","530,688","1,094,027","563,241","530,424","1,093,665",-98,-264,-362,"563,241","530,424","1,093,665","563,050","530,267","1,093,317",-191,-157,-348,"563,050","530,267","1,093,317","563,014","529,975","1,092,989",-36,-292,-328,"563,014","529,975","1,092,989","562,946","529,688","1,092,634",-68,-287,-355,"562,946","529,688","1,092,634","563,285","529,512","1,092,797",339,-176,163,"563,285","529,512","1,092,797","563,204","529,369","1,092,573",-81,-143,-224,"563,204","529,369","1,092,573","562,926","529,022","1,091,948",-278,-347,-625
